msisdn,activation_date,nik_kk_status,registered_imei
81138771606,2023-05-17,Valid,
82213210507,2023-06-08,Valid,
85259714682,2023-02-09,Valid,350000000151566.0
81118425384,2023-06-13,Valid,350000000583584.0
81113886455,2023-07-26,Valid,350000000708658.0
81248466733,2023-02-26,Valid,350000000934523.0
82241292243,2023-02-03,Missing/Unregistered,
82251344396,2023-05-05,Valid,
82225412089,2023-06-20,Valid,
82261858386,2023-01-30,Valid,
81134135822,2023-05-26,Valid,
82239738652,2023-02-08,Valid,
81123832785,2023-05-10,Valid,
82221656042,2023-02-12,Valid,350000000425660.0
81112908663,2023-10-07,Valid,350000000077566.0
82298616029,2023-01-09,Valid,
81148770928,2023-09-21,Valid,350000000359636.0
81256464726,2023-05-22,Valid,
81132600551,2023-09-16,Valid,
82260286962,2023-02-10,Valid,
85244443592,2023-09-22,Valid,350000000707036.0
81283056950,2023-01-17,Valid,350000000545677.0
81141938617,2023-06-16,Valid,
82129065154,2023-01-21,Valid,350000000463283.0
81185256365,2023-10-16,Valid,
81116017934,2023-03-18,Valid,350000000779497.0
82229527951,2023-05-12,Valid,350000000254565.0
85242664448,2023-02-22,Valid,
85288299980,2023-10-22,Valid,
81131433007,2023-02-20,Valid,
85259747233,2023-01-26,Valid,
82222107175,2023-03-12,Valid,
82190298281,2023-04-02,Valid,
82192070585,2023-03-25,Valid,350000000575225.0
81279486359,2023-01-09,Valid,350000000870343.0
81151969248,2023-01-22,Valid,
85242943140,2023-02-09,Valid,350000000740286.0
82272592158,2023-06-15,Valid,
85261089140,2023-04-21,Valid,
81262997852,2023-02-01,Valid,
81139673791,2023-03-01,Valid,350000000628780.0
81263069560,2023-05-22,Valid,350000000157581.0
81138958859,2023-09-12,Valid,
85264667021,2023-07-16,Valid,
81117268013,2023-10-04,Missing/Unregistered,350000000988198.0
81288729748,2023-03-04,Valid,
85270585843,2023-10-14,Valid,
85240967678,2023-01-06,Valid,
82220812776,2023-04-18,Valid,
81164817388,2023-09-16,Valid,350000000629595.0
81143198457,2023-10-02,Valid,
82241789285,2023-09-21,Valid,350000000051585.0
85263625566,2023-05-03,Valid,
81249830693,2023-06-23,Valid,
85279561423,2023-08-31,Missing/Unregistered,
81247818554,2023-08-03,Valid,
85291350943,2023-09-13,Valid,350000000585954.0
81122533215,2023-04-22,Valid,
81289793870,2023-02-03,Valid,350000000551593.0
82294614505,2023-01-30,Valid,
81219534146,2023-05-10,Valid,
82234824336,2023-01-26,Valid,
82264090008,2023-03-21,Valid,
85221650066,2023-01-20,Valid,350000000302994.0
82245659009,2023-09-17,Valid,
81257795103,2023-08-07,Valid,
82297861426,2023-09-26,Valid,
82192082635,2023-05-02,Valid,350000000409601.0
81232724784,2023-01-25,Missing/Unregistered,
81218097642,2023-07-29,Valid,
82172831007,2023-02-15,Valid,
85218074671,2023-02-24,Valid,
82147776485,2023-09-11,Missing/Unregistered,
85294756229,2023-07-06,Valid,350000000725208.0
85293009906,2023-10-07,Missing/Unregistered,
82268140199,2023-07-18,Missing/Unregistered,350000000840408.0
85255832844,2023-03-28,Valid,
81280760335,2023-03-07,Valid,350000000175543.0
82285779243,2023-09-25,Valid,
81184233417,2023-03-07,Missing/Unregistered,350000000679311.0
82146819496,2023-02-25,Valid,
82164355767,2023-01-27,Valid,
85264171541,2023-10-21,Valid,
82139661849,2023-04-09,Valid,
81156425675,2023-06-20,Valid,
82171115441,2023-02-05,Valid,
82284265184,2023-06-11,Valid,
81263505379,2023-09-13,Valid,
82174436369,2023-08-04,Valid,
81146133644,2023-03-03,Valid,
82252998844,2023-03-24,Missing/Unregistered,
81164002648,2023-08-06,Valid,
81249898711,2023-09-22,Valid,350000000820661.0
85278395209,2023-09-05,Valid,350000000289073.0
82198926811,2023-02-01,Missing/Unregistered,350000000736261.0
82241204900,2023-03-24,Valid,350000000596462.0
85277899282,2023-03-14,Valid,
82125093238,2023-03-13,Valid,
85266297922,2023-06-27,Valid,
81111074767,2023-03-08,Valid,350000000779202.0
85270850367,2023-01-22,Valid,
81184968382,2023-06-01,Valid,350000000159629.0
82219797706,2023-07-06,Valid,
81276607806,2023-02-06,Valid,350000000034148.0
82132091972,2023-01-27,Valid,
81246565647,2023-01-14,Valid,350000000027524.0
85218868913,2023-01-20,Valid,
81138203071,2023-08-08,Valid,350000000197891.0
81239356202,2023-10-10,Valid,
85293993016,2023-07-03,Valid,
85243927486,2023-10-23,Valid,
81112747617,2023-01-02,Valid,350000000433140.0
82148481997,2023-08-15,Valid,350000000066529.0
82238578233,2023-02-23,Valid,350000000925114.0
81112573020,2023-08-04,Valid,
81220233732,2023-10-18,Valid,
85217879691,2023-05-22,Valid,
82133132704,2023-06-01,Valid,
81143279433,2023-05-14,Missing/Unregistered,
82113990175,2023-04-07,Valid,
85289002905,2023-07-06,Valid,
82118755232,2023-10-04,Valid,
81139757734,2023-08-07,Valid,350000000680507.0
81262733564,2023-04-15,Valid,
82186949994,2023-03-18,Valid,
85245508160,2023-02-04,Valid,
81294777514,2023-04-17,Valid,350000000048175.0
81241041948,2023-10-17,Valid,
82185784973,2023-05-01,Valid,
81145460562,2023-04-15,Valid,350000000736489.0
81116263877,2023-10-01,Valid,350000000607265.0
85275222302,2023-04-07,Valid,
82188679519,2023-03-28,Valid,350000000940908.0
85284637590,2023-09-14,Valid,
82144905710,2023-06-30,Valid,350000000952574.0
85272511703,2023-06-20,Valid,
85212958279,2023-06-22,Valid,350000000211662.0
85233220094,2023-03-26,Valid,350000000971709.0
81235858676,2023-09-08,Valid,
81227380456,2023-01-05,Valid,
81159335651,2023-10-10,Valid,
81276140024,2023-10-24,Valid,350000000377895.0
85225772172,2023-06-22,Valid,
85288014250,2023-06-04,Valid,
81147362714,2023-08-25,Valid,
81285694128,2023-04-07,Valid,
82276833027,2023-03-31,Valid,
82244938677,2023-09-22,Valid,
82260966499,2023-02-01,Valid,
82176304457,2023-08-06,Valid,350000000662836.0
85299368403,2023-02-23,Missing/Unregistered,
81214362059,2023-06-06,Valid,350000000518697.0
81139872196,2023-04-11,Valid,
85249369581,2023-01-17,Valid,
81169195578,2023-03-16,Valid,
85282752827,2023-09-27,Valid,350000000459026.0
81221796794,2023-01-10,Valid,350000000420938.0
81232253123,2023-04-28,Valid,350000000532497.0
85241294084,2023-08-20,Valid,
81256625129,2023-10-06,Valid,350000000825098.0
85297152763,2023-06-16,Valid,
82165746507,2023-03-23,Valid,350000000473716.0
81242876328,2023-05-06,Valid,
85297028051,2023-03-22,Missing/Unregistered,
81247852435,2023-03-05,Missing/Unregistered,
82253834332,2023-09-07,Valid,
81259205952,2023-09-06,Valid,350000000344053.0
81248210507,2023-02-10,Valid,
82121332813,2023-02-07,Valid,
81191645474,2023-01-28,Valid,350000000279642.0
82114398189,2023-07-06,Valid,
81117286208,2023-08-04,Valid,
82199590731,2023-07-19,Missing/Unregistered,
82111180686,2023-10-07,Valid,350000000625104.0
81149944907,2023-04-19,Valid,
82189523343,2023-05-12,Valid,350000000098766.0
81237082390,2023-10-02,Missing/Unregistered,
81151831195,2023-02-20,Valid,
81161428055,2023-05-23,Valid,
82261160616,2023-03-26,Valid,
81284981271,2023-05-16,Valid,
81167715178,2023-04-28,Valid,350000000250786.0
82187927656,2023-02-06,Valid,350000000756940.0
82125338273,2023-10-10,Valid,
82198039532,2023-05-24,Valid,
82287096975,2023-09-28,Valid,
81230442021,2023-06-27,Valid,
82179844526,2023-01-31,Valid,
85237349860,2023-10-13,Valid,
82284500556,2023-03-07,Missing/Unregistered,
81181814639,2023-02-21,Valid,
82251829226,2023-09-28,Valid,350000000590930.0
81240933937,2023-08-05,Valid,
81159394068,2023-08-13,Valid,
81147612812,2023-05-31,Valid,
82227124596,2023-04-10,Valid,
81260380245,2023-02-17,Missing/Unregistered,
82276622576,2023-06-03,Valid,
81121496878,2023-05-09,Valid,
81150775930,2023-04-03,Valid,
82162776022,2023-05-15,Valid,350000000995664.0
85238624600,2023-01-31,Valid,
82125866292,2023-09-24,Valid,
81197188341,2023-06-07,Valid,
81140451617,2023-04-20,Valid,
82188557419,2023-03-27,Valid,
82210614236,2023-01-09,Missing/Unregistered,
81253179729,2023-03-17,Valid,350000000176883.0
81262430348,2023-04-01,Valid,350000000611520.0
81242131678,2023-06-22,Valid,
82155985746,2023-08-08,Missing/Unregistered,
82297014646,2023-10-02,Valid,350000000843273.0
85295174638,2023-09-02,Valid,350000000567352.0
82277316994,2023-08-15,Valid,
85255545062,2023-04-27,Missing/Unregistered,
82188102009,2023-10-18,Valid,
81182043666,2023-06-06,Valid,350000000911979.0
82288137348,2023-10-17,Valid,
85275787998,2023-01-08,Valid,350000000314055.0
82176037848,2023-09-05,Valid,350000000203058.0
82159807475,2023-02-08,Missing/Unregistered,350000000575892.0
81295549136,2023-09-21,Valid,350000000609128.0
82239092218,2023-09-09,Valid,350000000687982.0
81250652253,2023-02-02,Valid,
82194088203,2023-04-02,Valid,
81150030561,2023-09-28,Valid,
82249745995,2023-08-26,Valid,350000000620700.0
82219964372,2023-03-29,Valid,
82119152659,2023-09-08,Valid,350000000882360.0
81169084449,2023-10-04,Valid,
81243780619,2023-08-04,Valid,
82163343235,2023-06-28,Valid,350000000180896.0
82286849456,2023-09-18,Missing/Unregistered,350000000668083.0
82222082447,2023-09-01,Valid,
82141058916,2023-05-30,Valid,
81115965146,2023-02-06,Missing/Unregistered,
81284687994,2023-05-31,Missing/Unregistered,
82262553051,2023-10-27,Valid,350000000013800.0
82181634903,2023-07-05,Valid,
82181250041,2023-03-29,Valid,
81255388789,2023-03-28,Valid,
82152367474,2023-10-25,Valid,
81252652690,2023-09-03,Valid,
81137762217,2023-03-12,Valid,
85273441712,2023-07-08,Valid,
81137114754,2023-09-08,Valid,
81263208991,2023-07-11,Valid,
82137602580,2023-01-16,Valid,
81273980707,2023-02-27,Valid,350000000109994.0
82284742665,2023-06-01,Valid,350000000329786.0
82250140009,2023-02-18,Valid,
81210174698,2023-01-22,Valid,350000000062540.0
81131971658,2023-06-10,Valid,
85287535468,2023-10-17,Valid,350000000605071.0
82235354579,2023-01-10,Valid,
82194524703,2023-09-01,Valid,
81181310022,2023-06-27,Valid,350000000877071.0
81158987022,2023-03-14,Valid,350000000347875.0
81246129627,2023-04-13,Valid,350000000928339.0
82297163632,2023-04-08,Valid,350000000855586.0
85247328164,2023-10-22,Missing/Unregistered,
82215211005,2023-03-03,Valid,350000000981954.0
82225533944,2023-05-29,Valid,350000000283159.0
82272208843,2023-08-19,Missing/Unregistered,
81298311359,2023-10-13,Valid,
82290281057,2023-08-10,Valid,350000000190912.0
81168486138,2023-08-08,Valid,350000000388189.0
85215539347,2023-05-12,Valid,
85295047332,2023-08-01,Valid,
81192084808,2023-08-12,Valid,
85272260835,2023-02-03,Missing/Unregistered,
85259329499,2023-10-06,Valid,
82245151214,2023-04-17,Missing/Unregistered,350000000271703.0
81186495878,2023-02-18,Valid,350000000699623.0
85221481579,2023-04-15,Valid,350000000562454.0
81232681692,2023-05-05,Valid,
85277291871,2023-02-28,Missing/Unregistered,
85262883330,2023-08-21,Valid,
82240716869,2023-09-10,Valid,350000000262067.0
81250174132,2023-08-06,Valid,
85235613649,2023-05-02,Valid,
85253366999,2023-05-10,Valid,
81143116371,2023-08-12,Valid,
81273479274,2023-08-08,Valid,
85298811424,2023-05-07,Valid,350000000935647.0
81145536002,2023-09-12,Missing/Unregistered,
85263692310,2023-06-05,Missing/Unregistered,350000000295355.0
82154777845,2023-01-09,Valid,350000000801707.0
82183913559,2023-04-19,Valid,
85298007132,2023-02-27,Valid,350000000909641.0
81126988657,2023-10-18,Valid,
81287923941,2023-09-23,Valid,
85284302116,2023-01-07,Valid,
82123450607,2023-04-26,Valid,350000000783467.0
81120244020,2023-08-19,Valid,350000000324530.0
82119793571,2023-02-11,Valid,
82165913646,2023-02-17,Valid,
81116487490,2023-05-07,Valid,
82140187050,2023-08-01,Valid,
81281336357,2023-01-05,Valid,
81257263822,2023-09-12,Valid,
82167471076,2023-01-27,Missing/Unregistered,
85287343311,2023-10-24,Valid,
81131752694,2023-10-16,Missing/Unregistered,
85249770107,2023-09-26,Valid,
82227282317,2023-07-08,Valid,
81148953869,2023-08-03,Valid,350000000346017.0
81111493834,2023-05-21,Valid,350000000659903.0
85220403565,2023-04-30,Valid,
82133595156,2023-10-24,Missing/Unregistered,
82227867218,2023-03-20,Valid,
81120302124,2023-10-08,Valid,
82119819660,2023-04-05,Valid,
85290258243,2023-09-25,Missing/Unregistered,
81286028167,2023-10-04,Valid,350000000403544.0
82159887687,2023-02-06,Valid,
81126601561,2023-03-25,Valid,
85240935825,2023-03-11,Missing/Unregistered,
85242126348,2023-10-03,Missing/Unregistered,
82233544530,2023-03-29,Valid,350000000616364.0
81170794917,2023-03-08,Valid,
82290503761,2023-10-17,Valid,350000000368854.0
82253326938,2023-03-26,Valid,350000000284020.0
82199972190,2023-06-18,Valid,
85296191710,2023-08-04,Valid,
82160509204,2023-08-27,Valid,350000000244649.0
85219846341,2023-04-02,Valid,
82274172929,2023-01-27,Valid,350000000521054.0
82186521182,2023-07-26,Valid,
81140836720,2023-09-27,Valid,
81282369875,2023-03-09,Valid,
81239013990,2023-05-01,Valid,
82148212919,2023-06-16,Missing/Unregistered,
82153298595,2023-08-11,Valid,
82188251205,2023-03-12,Missing/Unregistered,
85255305930,2023-03-28,Missing/Unregistered,
82231369551,2023-04-07,Valid,
82191576492,2023-09-12,Valid,
82136410477,2023-06-10,Valid,
82237261257,2023-02-28,Valid,
82148304051,2023-08-25,Valid,
82265467818,2023-08-17,Valid,
82289477077,2023-02-21,Valid,
82243004598,2023-05-17,Valid,
82295663220,2023-09-16,Valid,350000000313761.0
81217159849,2023-09-07,Valid,
82229744879,2023-09-04,Valid,
85211958098,2023-09-23,Missing/Unregistered,350000000596377.0
82279815973,2023-05-13,Valid,
82222428303,2023-05-16,Valid,350000000738201.0
85235983149,2023-01-02,Valid,350000000868777.0
82256937743,2023-01-04,Valid,
81227826348,2023-05-06,Valid,350000000126575.0
82219560968,2023-08-05,Valid,
85270155812,2023-10-12,Valid,
81288208415,2023-07-24,Valid,
85224806452,2023-08-19,Valid,350000000768188.0
82249042852,2023-03-14,Valid,
82258769346,2023-09-10,Valid,350000000257810.0
82210558966,2023-05-06,Valid,350000000973972.0
81245122787,2023-01-09,Valid,
81159969254,2023-05-03,Valid,
82259357507,2023-02-16,Missing/Unregistered,
82181340056,2023-05-26,Valid,350000000581389.0
81281572596,2023-03-09,Valid,
82157103354,2023-10-09,Valid,350000000239987.0
85220985076,2023-04-27,Valid,350000000662131.0
82130796353,2023-04-19,Valid,350000000740438.0
82285477862,2023-04-20,Valid,
85210500933,2023-07-29,Valid,
81145648357,2023-01-31,Missing/Unregistered,
81274379473,2023-01-23,Valid,
81250327804,2023-06-24,Valid,
81189455122,2023-06-12,Valid,
81261320701,2023-09-12,Valid,
82127636735,2023-01-11,Valid,
81282410688,2023-03-22,Valid,
81125577415,2023-09-05,Missing/Unregistered,
82217368796,2023-01-20,Valid,
82262356614,2023-02-22,Missing/Unregistered,
82213220403,2023-04-11,Valid,350000000737426.0
81134878792,2023-10-26,Missing/Unregistered,
82250946288,2023-03-06,Valid,350000000314325.0
85241010284,2023-06-01,Valid,
82121154698,2023-04-24,Valid,
85211579337,2023-10-04,Missing/Unregistered,
81182569362,2023-04-25,Valid,
85245472692,2023-10-19,Missing/Unregistered,
82250088760,2023-04-27,Valid,
81295283188,2023-05-31,Missing/Unregistered,
82156462634,2023-03-04,Valid,
85239409898,2023-07-12,Missing/Unregistered,
82267659517,2023-03-19,Valid,350000000580916.0
81292849661,2023-09-03,Missing/Unregistered,350000000889925.0
85232514948,2023-08-31,Valid,
81138390798,2023-05-20,Valid,
81168515452,2023-10-11,Valid,350000000648511.0
82144204726,2023-01-30,Valid,
85271242988,2023-06-21,Valid,
81235901093,2023-01-20,Valid,
81125047965,2023-06-17,Valid,
82153853189,2023-04-09,Valid,
81151085832,2023-06-11,Valid,
85281993359,2023-08-18,Valid,
82248825498,2023-06-05,Valid,
85256565097,2023-09-30,Valid,
82194912392,2023-07-09,Valid,
81186413168,2023-02-15,Valid,
81174843523,2023-07-10,Missing/Unregistered,
81113426094,2023-10-17,Valid,350000000817279.0
85218576570,2023-07-02,Valid,
81172850217,2023-09-07,Valid,
85283912308,2023-03-23,Valid,
82130878611,2023-06-13,Valid,
81167317192,2023-01-14,Valid,350000000787315.0
81226644691,2023-06-23,Valid,350000000975470.0
81257650666,2023-01-21,Missing/Unregistered,350000000693185.0
85246050665,2023-03-11,Valid,350000000899832.0
81121199948,2023-05-22,Valid,
81154184174,2023-09-19,Valid,
82172110717,2023-04-16,Valid,350000000891954.0
82187236717,2023-03-30,Valid,350000000469343.0
82217178075,2023-03-13,Valid,
81166203735,2023-09-29,Valid,
82291422655,2023-06-09,Missing/Unregistered,
81114010972,2023-08-07,Valid,350000000115844.0
82228326306,2023-07-07,Valid,350000000320373.0
82227088908,2023-10-05,Valid,350000000890391.0
82170528974,2023-09-04,Valid,
81251774251,2023-04-25,Valid,
82215107691,2023-05-31,Valid,
82127932088,2023-09-24,Valid,
82219106240,2023-08-31,Valid,
85275056532,2023-06-16,Valid,
85282515810,2023-04-28,Valid,350000000272741.0
85221504160,2023-01-21,Valid,
82171331658,2023-05-29,Valid,
82150548359,2023-08-10,Valid,
85210606297,2023-02-03,Missing/Unregistered,
81144570049,2023-09-22,Missing/Unregistered,
81128685883,2023-01-30,Valid,
85276923379,2023-10-22,Valid,
85226900689,2023-07-07,Missing/Unregistered,
85292715658,2023-01-30,Valid,350000000777121.0
82283467895,2023-03-18,Missing/Unregistered,
85277085576,2023-05-22,Valid,
81191256397,2023-02-18,Missing/Unregistered,
82160264261,2023-07-31,Valid,350000000834732.0
82221793158,2023-01-01,Missing/Unregistered,350000000136142.0
82172663162,2023-06-25,Valid,
85218440046,2023-01-05,Valid,
82210607178,2023-02-21,Valid,
81235525841,2023-09-26,Valid,
81227755740,2023-06-11,Valid,
81129961675,2023-05-22,Valid,
85249148697,2023-08-17,Valid,
81270155635,2023-09-30,Valid,350000000931103.0
81116663122,2023-06-20,Missing/Unregistered,
81164211361,2023-05-08,Valid,
85272777877,2023-10-18,Missing/Unregistered,
82264403536,2023-06-12,Valid,
85229536478,2023-10-21,Valid,350000000352973.0
82255690345,2023-10-25,Valid,
85273677939,2023-09-16,Valid,
82183568810,2023-04-08,Valid,350000000262905.0
82160492977,2023-03-17,Valid,350000000897225.0
81279980709,2023-05-18,Valid,
81263008974,2023-08-14,Valid,
81258576755,2023-04-13,Valid,350000000570617.0
82195531413,2023-08-21,Valid,350000000222710.0
81266233809,2023-03-27,Valid,350000000473872.0
82228786622,2023-07-11,Valid,
81249717390,2023-08-24,Valid,
82154396299,2023-01-29,Valid,
81284498526,2023-05-15,Valid,350000000815203.0
82156261428,2023-07-24,Valid,
82126530556,2023-05-12,Valid,
82146011800,2023-09-18,Valid,
85242298338,2023-08-23,Valid,
85275912849,2023-03-19,Valid,
85242332001,2023-09-26,Valid,
81213015235,2023-09-30,Valid,
82198700065,2023-10-04,Missing/Unregistered,
82249042353,2023-08-25,Valid,350000000129240.0
82132661172,2023-01-30,Valid,
81262471535,2023-10-09,Valid,
82212873196,2023-04-30,Valid,
81161765415,2023-08-05,Missing/Unregistered,
85243622664,2023-07-07,Missing/Unregistered,350000000541895.0
82222009297,2023-02-11,Valid,
81263852950,2023-05-07,Valid,
81289742439,2023-03-24,Valid,
85290866977,2023-01-09,Missing/Unregistered,
82232050471,2023-01-17,Valid,
82239417303,2023-08-22,Valid,
82155592491,2023-09-17,Valid,
81273056019,2023-06-20,Valid,
85244192453,2023-01-04,Valid,350000000306499.0
82236571169,2023-08-02,Valid,350000000436930.0
85236830472,2023-07-05,Valid,
82118863315,2023-08-29,Valid,
82221188916,2023-02-01,Valid,
82218328948,2023-01-06,Valid,
81250147249,2023-02-01,Valid,
85253016383,2023-04-01,Valid,350000000506956.0
81158779329,2023-07-17,Valid,350000000403382.0
81286666090,2023-09-12,Valid,
82163536244,2023-03-26,Valid,350000000905131.0
81223405279,2023-06-27,Valid,350000000424107.0
81234122306,2023-07-26,Valid,
82245154391,2023-01-11,Valid,
82127704362,2023-10-18,Missing/Unregistered,
81146163159,2023-10-24,Missing/Unregistered,350000000233343.0
81241641973,2023-10-04,Valid,
81261213342,2023-01-16,Valid,350000000486830.0
81258629904,2023-09-23,Missing/Unregistered,350000000479446.0
85243970597,2023-06-16,Valid,350000000992988.0
82112826921,2023-07-20,Valid,350000000165149.0
81288596543,2023-08-22,Valid,
82126488644,2023-09-29,Valid,
82134443123,2023-03-22,Valid,
82248176666,2023-08-11,Valid,
82143987636,2023-05-08,Valid,350000000390851.0
82158956082,2023-06-03,Valid,350000000104687.0
85235620395,2023-05-26,Valid,350000000815016.0
81293423734,2023-07-05,Valid,
81181734313,2023-10-14,Missing/Unregistered,
81158049737,2023-04-17,Missing/Unregistered,
81238915055,2023-01-30,Valid,350000000751819.0
81179178940,2023-02-20,Missing/Unregistered,
82276848692,2023-04-06,Missing/Unregistered,
85211360096,2023-05-06,Valid,350000000632088.0
81249632170,2023-05-01,Valid,
82154912634,2023-05-25,Valid,
85248908575,2023-07-01,Valid,
85217367601,2023-01-06,Valid,
82237818575,2023-05-06,Valid,
85210235620,2023-05-11,Valid,
81183999475,2023-02-26,Valid,350000000345520.0
82238764457,2023-09-21,Valid,350000000223027.0
85293771405,2023-05-08,Valid,350000000094637.0
81265691435,2023-10-14,Valid,350000000934699.0
82161270005,2023-08-22,Missing/Unregistered,
81217354016,2023-07-07,Valid,
82259624175,2023-02-08,Valid,
82259829089,2023-05-27,Valid,350000000889194.0
85257540175,2023-05-21,Valid,
85265895436,2023-02-01,Valid,350000000866607.0
82252580145,2023-05-07,Valid,
82295410291,2023-03-09,Valid,
81136152573,2023-07-14,Valid,
82260481950,2023-08-22,Valid,350000000044773.0
82116214265,2023-01-14,Missing/Unregistered,
85277351191,2023-04-29,Valid,
82231102110,2023-05-27,Valid,350000000393165.0
85248552102,2023-02-25,Valid,
85295492643,2023-07-07,Valid,350000000937276.0
81214644248,2023-08-21,Valid,
85266750666,2023-02-13,Valid,
82158185409,2023-07-22,Valid,350000000594085.0
81154826990,2023-06-12,Valid,
82169323304,2023-02-20,Valid,350000000761440.0
81244888663,2023-05-30,Valid,
81270518835,2023-07-31,Valid,350000000622749.0
82176837481,2023-04-28,Valid,
82211274314,2023-03-25,Valid,
81222538678,2023-05-17,Valid,350000000546006.0
81221264027,2023-08-01,Valid,
81167233785,2023-01-10,Valid,
85295373023,2023-09-28,Valid,350000000553258.0
81265543190,2023-03-24,Valid,
81212176262,2023-01-08,Missing/Unregistered,
82272735470,2023-07-17,Valid,
85235827590,2023-08-06,Valid,
82110941377,2023-08-27,Valid,
82125981288,2023-04-28,Valid,350000000160044.0
81221058877,2023-04-22,Valid,350000000749715.0
82270629198,2023-03-04,Valid,
82254358419,2023-10-10,Valid,350000000153061.0
82222391559,2023-08-27,Missing/Unregistered,
82195815870,2023-09-08,Valid,
81250305277,2023-02-08,Valid,
82153313896,2023-04-06,Valid,
81279851707,2023-01-09,Valid,
81235314038,2023-01-17,Valid,350000000138482.0
85245037462,2023-06-26,Valid,
81268520367,2023-03-02,Valid,
81248429774,2023-02-07,Missing/Unregistered,
82230362370,2023-03-22,Valid,350000000383764.0
81175420686,2023-06-11,Valid,350000000724705.0
85242343313,2023-05-19,Valid,350000000010888.0
82224421303,2023-09-17,Missing/Unregistered,
85285836684,2023-01-25,Valid,
81238490622,2023-07-31,Valid,
82189178682,2023-01-23,Valid,
82162421305,2023-04-18,Valid,350000000399121.0
82146300887,2023-03-07,Valid,
82231343127,2023-04-27,Valid,350000000798195.0
82131686481,2023-04-25,Valid,
82289337652,2023-07-08,Valid,
85288254608,2023-09-08,Valid,
82184828786,2023-02-21,Missing/Unregistered,350000000921120.0
81133858539,2023-08-04,Valid,
81215292881,2023-10-10,Valid,350000000657907.0
85227945663,2023-07-24,Missing/Unregistered,
82149502798,2023-08-03,Valid,
85254989625,2023-03-21,Valid,350000000889558.0
85233966517,2023-10-23,Missing/Unregistered,
82246835035,2023-09-23,Missing/Unregistered,
82176810396,2023-07-26,Missing/Unregistered,
85290377976,2023-06-04,Valid,
85266790597,2023-10-18,Valid,
85292943066,2023-10-17,Valid,
85291345416,2023-05-05,Valid,
81229083693,2023-04-25,Valid,350000000504796.0
85241702727,2023-07-05,Valid,
81171750132,2023-02-13,Valid,350000000153827.0
85267860329,2023-03-18,Valid,
85241977538,2023-08-10,Valid,
82232152177,2023-01-09,Missing/Unregistered,350000000260257.0
82213834162,2023-09-02,Valid,
82275169123,2023-04-16,Valid,350000000120179.0
85216441998,2023-03-14,Valid,350000000919537.0
82168167808,2023-10-18,Valid,
81130378109,2023-05-08,Missing/Unregistered,
81133798437,2023-04-12,Valid,
82154882337,2023-07-31,Missing/Unregistered,
82297275613,2023-04-26,Valid,350000000439270.0
81283288190,2023-08-28,Valid,
85252756546,2023-09-12,Valid,
81222424139,2023-09-24,Valid,
82224149421,2023-02-26,Valid,350000000058607.0
82236758188,2023-07-22,Missing/Unregistered,350000000895848.0
85281630529,2023-08-09,Valid,
81298178627,2023-06-01,Valid,
81283820371,2023-04-16,Missing/Unregistered,
85224285759,2023-07-22,Valid,
85228787472,2023-01-05,Valid,350000000774316.0
82269349478,2023-03-15,Valid,
82216520217,2023-07-10,Valid,350000000188720.0
81292824770,2023-09-06,Valid,
81216299528,2023-08-31,Valid,
82173240102,2023-05-14,Valid,350000000821026.0
82191427774,2023-04-30,Valid,350000000191520.0
85249756849,2023-04-05,Valid,
81115200120,2023-06-01,Valid,
81133765312,2023-08-04,Valid,
85283996233,2023-06-14,Valid,350000000213204.0
82177163471,2023-08-15,Valid,
85294770402,2023-02-26,Valid,350000000275031.0
85251623848,2023-03-08,Valid,350000000333695.0
82138411024,2023-10-06,Valid,
81290580567,2023-02-15,Valid,
81232944165,2023-05-09,Valid,350000000929280.0
81249264942,2023-03-02,Valid,
82169984955,2023-09-07,Valid,
85272273171,2023-05-24,Valid,
81269488669,2023-05-15,Valid,
85220174825,2023-06-14,Valid,
82221477659,2023-09-12,Valid,350000000264643.0
81229090590,2023-08-02,Missing/Unregistered,
85229170111,2023-09-28,Valid,
81158443283,2023-10-01,Valid,
81195356699,2023-04-08,Valid,
82127642079,2023-05-15,Valid,
82123801957,2023-01-30,Valid,350000000638933.0
81297834760,2023-06-20,Missing/Unregistered,350000000745882.0
82261555459,2023-08-21,Valid,
85284862939,2023-09-30,Valid,
81144821161,2023-09-27,Missing/Unregistered,
85269381251,2023-01-30,Valid,
81173628024,2023-06-12,Valid,350000000265252.0
82260285876,2023-05-03,Valid,
82282218151,2023-07-02,Valid,
85222496149,2023-09-20,Valid,
81147881153,2023-10-16,Valid,
85241718140,2023-03-10,Valid,
82115703392,2023-01-06,Valid,350000000650043.0
81295842301,2023-06-20,Valid,
81213990480,2023-09-11,Valid,
82118523891,2023-06-17,Valid,
85292555209,2023-04-13,Valid,
81153691495,2023-01-16,Valid,
82118183492,2023-10-13,Valid,
81237971302,2023-10-09,Valid,
81286455858,2023-10-16,Missing/Unregistered,
85282800516,2023-05-04,Valid,350000000721022.0
85231026300,2023-08-08,Valid,
81161124168,2023-03-25,Valid,
82262571983,2023-03-22,Missing/Unregistered,
85247567005,2023-05-21,Valid,350000000456974.0
81134850889,2023-06-24,Missing/Unregistered,
82136291020,2023-06-06,Missing/Unregistered,350000000665462.0
81181174794,2023-06-11,Valid,
81252912548,2023-06-11,Valid,
82269552941,2023-06-25,Missing/Unregistered,
82190097130,2023-06-11,Valid,
81222000281,2023-04-07,Valid,350000000930593.0
