msisdn,activation_date,nik_kk_status,registered_imei
082265850503,2023-07-30,Valid,
082236750917,2023-09-29,Valid,350000000589243
081219133018,2023-03-16,Valid,
081168990341,2023-02-04,Valid,
081269550367,2023-07-20,nan,350000000504133
081160098128,2023-03-24,Valid,
081148535049,2023-03-09,Valid,350000000913476
082177292495,2023-01-02,Valid,350000000915424
085230390780,2023-02-07,Valid,
081259714267,2023-05-13,Valid,350000000761429
082216877567,2023-05-23,nan,
082184025084,2023-06-21,nan,
081280858668,2023-01-23,Valid,350000000336797
081288322718,2023-03-15,Valid,350000000882066
082149448073,2023-10-07,nan,350000000364993
082170161588,2023-10-14,Valid,
082111616741,2023-01-26,nan,350000000841498
081128359609,2023-07-09,Valid,350000000780847
081190017251,2023-05-13,Valid,
082293958158,2023-03-07,Valid,
081252581916,2023-10-27,Valid,
081147019847,2023-04-18,Valid,
081165459896,2023-03-11,Valid,
085237990185,2023-09-21,Valid,
085273442193,2023-06-17,Valid,
081158126852,2023-01-09,Valid,350000000212634
081224827350,2023-07-12,Valid,
085228055028,2023-04-25,Valid,350000000536302
081146115308,2023-10-12,nan,
082295528638,2023-03-22,Valid,
082245364980,2023-07-11,Valid,
082234093042,2023-07-04,Valid,
085269872002,2023-03-21,Valid,
085283844429,2023-08-30,Valid,
081183304577,2023-08-13,Valid,
085226701622,2023-03-10,Valid,
082119365822,2023-09-10,Valid,
082117553884,2023-04-23,Valid,350000000887708
082163194193,2023-08-14,Valid,
085274255685,2023-07-07,Valid,
082254646747,2023-01-06,Valid,
085278175323,2023-06-10,Valid,
082147310551,2023-10-26,Valid,
081110290859,2023-01-19,Valid,350000000917014
081264656635,2023-02-21,Valid,
082217938204,2023-02-12,nan,
085275369862,2023-02-05,Valid,
081222228855,2023-06-16,Valid,
082225310831,2023-10-01,Valid,350000000803998
081189912163,2023-03-31,Valid,
085252059800,2023-05-07,Valid,350000000195834
081232132513,2023-09-16,Valid,
081264960985,2023-01-07,Valid,
082192498780,2023-05-26,Valid,350000000395621
081269755273,2023-08-12,Valid,
085273016213,2023-01-31,Valid,
082291718485,2023-02-20,nan,350000000707233
085254745537,2023-09-04,Valid,
081115255944,2023-08-25,Valid,
082219670028,2023-01-16,Valid,
081174745139,2023-05-12,nan,
081184365271,2023-05-10,Valid,
081147242285,2023-02-13,Valid,
081211984792,2023-04-07,Valid,
081189508986,2023-09-23,nan,350000000771626
085289726516,2023-07-25,Valid,
081149056184,2023-07-04,Valid,
081289768484,2023-04-09,Valid,
081221896935,2023-02-08,Valid,
081271759178,2023-07-07,Valid,
085225207287,2023-07-30,Valid,
085293606227,2023-01-26,Valid,350000000927756
082179737133,2023-09-15,Valid,
085231777060,2023-07-28,Valid,350000000648010
085275997321,2023-06-26,Valid,350000000736206
082126460496,2023-03-22,Valid,
082171743912,2023-05-29,Valid,350000000408719
085261565933,2023-06-02,Valid,350000000848609
082287882215,2023-04-29,Valid,
085258573955,2023-08-27,Valid,
081141080783,2023-04-28,Valid,
082226014243,2023-04-24,Valid,350000000101280
082152027894,2023-07-09,Valid,
085290790045,2023-10-06,nan,
082129724574,2023-06-22,Valid,
082168198864,2023-03-20,Valid,
081266841461,2023-01-25,Valid,
082175655803,2023-08-31,Valid,
081265427155,2023-01-18,Valid,
082182199261,2023-02-16,Valid,
082243695177,2023-07-25,Valid,
081249553247,2023-06-08,Valid,
082156288717,2023-01-08,Valid,350000000548552
081111116689,2023-09-27,Valid,
081159904683,2023-09-21,nan,
081130105364,2023-01-16,Valid,350000000409844
082110571361,2023-08-22,Valid,350000000495430
082262737752,2023-09-22,nan,350000000082818
081223655935,2023-04-16,Valid,
081144952496,2023-09-13,Valid,350000000712636
081238080303,2023-08-11,Valid,
082137512626,2023-08-11,Valid,
082145805904,2023-06-02,Valid,
081174379750,2023-02-11,Valid,
081160306741,2023-06-18,Valid,350000000165248
082187551484,2023-06-12,Valid,350000000847884
085236118708,2023-04-28,Valid,
081219014777,2023-10-03,Valid,
085245464078,2023-03-04,Valid,
082167198615,2023-03-03,nan,
081236858267,2023-03-12,Valid,
082213736853,2023-09-29,Valid,
081193042601,2023-07-17,Valid,
082174546414,2023-06-23,Valid,
081156986655,2023-08-17,Valid,
081110030269,2023-04-23,Valid,350000000014055
081246981315,2023-09-02,Valid,
081130996958,2023-03-31,Valid,350000000626638
082264765542,2023-10-13,Valid,
082215382312,2023-05-15,nan,
085253119847,2023-06-17,Valid,
081147624640,2023-04-22,Valid,350000000256285
085213906130,2023-08-21,Valid,
082249358327,2023-08-30,Valid,
082256888589,2023-09-10,Valid,
081186575367,2023-06-09,nan,
081117667102,2023-04-21,Valid,
082191106288,2023-10-17,Valid,
081263369331,2023-05-23,nan,
082129310864,2023-05-09,nan,
081124560272,2023-05-16,nan,
081260365089,2023-01-13,Valid,350000000293074
082177037148,2023-07-26,Valid,350000000035492
081285282481,2023-04-24,nan,
085289113211,2023-01-15,Valid,
082179100469,2023-01-16,Valid,
081159929474,2023-10-10,Valid,
082217645134,2023-04-19,Valid,
085212104680,2023-06-29,Valid,
082153872912,2023-02-12,Valid,350000000517668
082244348398,2023-08-10,Valid,
082142658700,2023-08-24,Valid,
085215968209,2023-04-24,Valid,350000000525326
082269794564,2023-10-15,Valid,350000000994463
081148695968,2023-10-17,nan,
081194769249,2023-02-12,Valid,
081143497279,2023-05-04,nan,350000000947837
082199731980,2023-07-12,Valid,350000000064822
085276529072,2023-03-07,nan,350000000045303
082147285155,2023-06-19,Valid,350000000484479
081154895533,2023-07-13,Valid,
081217971714,2023-05-12,Valid,
081212408235,2023-08-12,Valid,350000000918550
085261611622,2023-10-04,Valid,350000000609591
082133710223,2023-01-05,Valid,
081172630675,2023-07-19,Valid,350000000026701
082130929541,2023-01-17,Valid,350000000975460
081211958638,2023-01-22,Valid,
082132412172,2023-08-01,Valid,350000000787715
082199882462,2023-07-12,Valid,
085215568899,2023-01-19,nan,
082139822369,2023-04-17,Valid,
082225104787,2023-04-17,Valid,
081139144881,2023-08-05,Valid,
082237438353,2023-03-29,Valid,
082176948198,2023-04-17,nan,350000000076323
082191770632,2023-09-05,Valid,
081188481182,2023-02-17,Valid,
081149810952,2023-02-10,Valid,
085295402888,2023-09-17,Valid,
082111366056,2023-07-05,Valid,350000000496722
081298008307,2023-07-17,Valid,
082143250462,2023-05-02,Valid,350000000982536
081128788651,2023-07-27,Valid,
085268475826,2023-10-25,Valid,350000000940130
081125832313,2023-04-09,Valid,
081245346258,2023-07-12,Valid,350000000753718
081196454455,2023-03-12,nan,
085224220491,2023-04-21,Valid,350000000905226
081237089018,2023-05-01,Valid,
081149076797,2023-06-23,Valid,
082168081916,2023-09-16,Valid,350000000286782
082143330930,2023-06-05,Valid,350000000198918
081233440085,2023-08-21,Valid,350000000131899
082255427303,2023-06-24,Valid,
081298048470,2023-09-18,Valid,
081278698362,2023-07-03,Valid,350000000623124
082237084807,2023-08-20,Valid,
081241673627,2023-10-24,Valid,
082132771526,2023-03-06,Valid,
081194955430,2023-09-08,Valid,350000000521903
081155330056,2023-09-11,Valid,
082289249191,2023-03-24,nan,350000000293747
085277084032,2023-04-18,Valid,
085212108425,2023-07-22,Valid,
082136045055,2023-02-19,nan,
082187899858,2023-07-02,nan,
082196119540,2023-02-10,Valid,
082146421637,2023-01-26,Valid,
081268761855,2023-03-28,Valid,350000000936629
081246962623,2023-03-21,nan,
085263140241,2023-01-24,Valid,
081273887701,2023-09-12,Valid,
082129806817,2023-03-23,Valid,
082130516170,2023-07-18,Valid,
085212267568,2023-05-30,Valid,
081270917089,2023-06-11,nan,
081281659755,2023-08-09,Valid,
082283215698,2023-04-21,nan,
082294755676,2023-06-08,Valid,350000000018592
082267915280,2023-05-06,Valid,
082233778215,2023-10-04,Valid,350000000256186
081114186161,2023-04-15,Valid,
081286524250,2023-07-27,Valid,350000000375897
082149219800,2023-07-31,Valid,
085297435016,2023-05-26,Valid,350000000540981
082151125923,2023-05-07,Valid,
081252025246,2023-06-13,Valid,
081150229923,2023-04-24,Valid,
082197163510,2023-10-27,Valid,
082155978969,2023-01-20,Valid,
082146631697,2023-04-26,Valid,350000000852215
081173641217,2023-02-15,Valid,
085210272726,2023-10-14,Valid,350000000819720
082113066152,2023-07-07,Valid,
081234736674,2023-10-17,Valid,
081112043338,2023-04-20,Valid,
082230569904,2023-04-24,Valid,
081232997963,2023-08-08,Valid,
081276898695,2023-10-11,Valid,
085232079523,2023-09-12,Valid,
082189552488,2023-08-16,Valid,
081226746633,2023-01-20,Valid,
082122111888,2023-02-20,Valid,350000000164445
082149689091,2023-09-12,Valid,
085283982792,2023-03-11,Valid,
082268639721,2023-02-05,Valid,
081165601100,2023-06-16,Valid,
081297288366,2023-06-23,Valid,350000000553852
082217918348,2023-04-30,Valid,
085228477299,2023-03-11,Valid,
082240970860,2023-08-30,Valid,
081291473389,2023-08-12,Valid,
081250572264,2023-09-10,Valid,
082213033248,2023-03-14,Valid,
082186190475,2023-08-03,Valid,
081172440674,2023-09-26,Valid,350000000574935
082190479568,2023-08-28,Valid,
081274025146,2023-10-09,Valid,
085218714166,2023-06-25,Valid,
085234286115,2023-09-25,nan,
081244380687,2023-09-29,Valid,350000000236114
082219624228,2023-05-24,nan,
082276294606,2023-08-30,nan,350000000414897
082124624539,2023-04-09,Valid,
082231357222,2023-07-27,Valid,350000000623356
081295853479,2023-04-26,Valid,
081279147643,2023-07-25,Valid,
081197514175,2023-07-26,Valid,
085298598534,2023-07-29,Valid,350000000721015
081248918227,2023-09-24,Valid,
081290756249,2023-10-07,Valid,350000000473283
082281144731,2023-03-16,Valid,
082298238797,2023-01-15,Valid,
082227668719,2023-08-30,nan,
081278115654,2023-01-25,Valid,
082288901119,2023-08-27,Valid,
082175567956,2023-08-03,nan,
085241238397,2023-08-03,Valid,350000000071483
082180140118,2023-07-15,Valid,350000000069774
085280400820,2023-08-29,Valid,350000000767254
081190880388,2023-06-10,Valid,
081264959969,2023-05-29,Valid,
081299113903,2023-01-24,Valid,
082212383468,2023-06-16,Valid,350000000832787
081246858095,2023-05-14,Valid,350000000327673
082258694283,2023-06-15,Valid,350000000160670
085262822906,2023-05-30,nan,
081164855751,2023-05-04,Valid,
081199027520,2023-06-29,Valid,
082286766334,2023-07-23,Valid,350000000582363
081230671286,2023-01-21,Valid,350000000860771
082197905901,2023-06-26,Valid,
085298418549,2023-07-06,Valid,350000000670368
085272753809,2023-03-15,Valid,
081291832939,2023-03-24,Valid,
082221326532,2023-02-21,Valid,
082122973406,2023-04-04,Valid,350000000934014
081237434997,2023-05-08,Valid,
082140262456,2023-04-06,Valid,
082228396804,2023-07-07,nan,
082143217505,2023-09-17,Valid,350000000984259
082197339107,2023-02-08,Valid,
082192385752,2023-10-12,Valid,
081110542594,2023-03-25,Valid,350000000675494
082136061572,2023-03-20,Valid,
081232908895,2023-07-21,Valid,
081293542989,2023-06-16,Valid,
085278155904,2023-02-11,nan,
085243623755,2023-08-21,Valid,
082245220575,2023-03-18,nan,
082275650296,2023-09-13,nan,350000000740859
085287788348,2023-06-10,nan,
085247090404,2023-01-08,Valid,350000000645741
085290362228,2023-06-22,Valid,
082127228238,2023-06-29,Valid,
085219770236,2023-06-01,Valid,350000000150288
082174943955,2023-04-27,Valid,
082223730208,2023-07-15,Valid,350000000058547
085216001130,2023-03-24,Valid,350000000879330
082215508023,2023-03-28,Valid,
081155246709,2023-01-30,Valid,
081249918113,2023-02-11,Valid,350000000637770
081188514269,2023-10-26,nan,350000000828557
081127164995,2023-02-27,Valid,
085263565570,2023-03-26,Valid,
085255943234,2023-06-30,nan,350000000766203
082169973291,2023-07-30,Valid,
081272917524,2023-10-15,Valid,
081127589834,2023-05-25,Valid,
081295610265,2023-01-20,Valid,
082281923610,2023-01-28,Valid,
081219691584,2023-05-14,Valid,
085255648677,2023-10-06,Valid,
081295880790,2023-10-10,Valid,
085235494883,2023-05-21,Valid,
085290150464,2023-03-29,Valid,
082194201873,2023-02-05,Valid,
081251532072,2023-07-23,Valid,
082242341893,2023-06-11,Valid,
081284224003,2023-02-04,Valid,
085236578756,2023-06-21,Valid,
082288528033,2023-05-13,Valid,
082285419491,2023-06-10,Valid,350000000091381
081169431902,2023-04-08,Valid,350000000386769
082180577894,2023-09-09,Valid,
081181842679,2023-09-04,Valid,350000000734133
081191906821,2023-07-30,Valid,350000000123565
082146506268,2023-08-06,nan,350000000949638
082252188259,2023-09-17,nan,350000000869782
081211810288,2023-07-01,Valid,
082147650116,2023-07-25,Valid,
082114425202,2023-03-09,Valid,
085234587380,2023-07-28,Valid,
081175621872,2023-02-09,Valid,
085259889016,2023-03-09,Valid,
082291966634,2023-03-17,Valid,
081127326844,2023-07-13,Valid,
081139011683,2023-04-17,Valid,
085285632763,2023-01-21,Valid,
082148498748,2023-08-29,nan,350000000607979
082168744402,2023-02-17,nan,350000000056496
081248997395,2023-02-19,Valid,350000000644166
082288622495,2023-01-14,Valid,
082228495451,2023-06-24,Valid,
085225567018,2023-04-07,Valid,
081238912434,2023-09-21,nan,
081235654012,2023-01-26,Valid,350000000977176
081276410872,2023-03-31,Valid,
081161184042,2023-09-14,Valid,350000000418532
081217393849,2023-07-26,Valid,350000000064200
081186589759,2023-09-07,Valid,
081132077362,2023-03-20,Valid,350000000675404
082288715454,2023-03-16,Valid,350000000804726
085218801226,2023-07-12,Valid,
081296716752,2023-09-01,Valid,
082158840882,2023-03-07,Valid,
085212518591,2023-05-30,Valid,350000000248342
082166231830,2023-04-16,Valid,
081133313236,2023-05-06,Valid,350000000532316
082263385701,2023-07-31,Valid,
085248894788,2023-07-26,Valid,350000000679417
081141836834,2023-01-22,Valid,
081277278683,2023-02-21,Valid,
082128245405,2023-05-01,Valid,
082238201673,2023-08-18,Valid,
085297298384,2023-08-27,Valid,350000000255167
081187869954,2023-05-06,Valid,350000000653758
082167365208,2023-06-19,Valid,
082172227785,2023-06-27,nan,350000000226848
085284759092,2023-10-03,Valid,
082291155029,2023-05-17,Valid,
085237409998,2023-01-28,Valid,350000000414703
085260221116,2023-02-02,Valid,350000000306847
082254005945,2023-05-07,Valid,
082272746918,2023-08-28,Valid,350000000112523
085241785256,2023-04-24,Valid,
085238398442,2023-03-29,Valid,
082159172352,2023-10-08,Valid,
082224187321,2023-05-03,Valid,
081177591373,2023-01-06,Valid,
081277224111,2023-03-29,Valid,
081162827521,2023-06-25,nan,
082174878264,2023-02-01,Valid,
082272458384,2023-07-17,Valid,
082238296293,2023-01-28,Valid,
085265796516,2023-02-18,Valid,
081187067750,2023-07-14,Valid,
081166950531,2023-06-15,Valid,
082136641719,2023-07-05,Valid,350000000289679
082225162655,2023-08-24,Valid,
081295481377,2023-03-28,Valid,350000000573360
081299427467,2023-10-27,nan,
081187464740,2023-04-27,Valid,
081151380258,2023-10-24,Valid,350000000429498
082294201341,2023-03-19,Valid,350000000593938
081142550451,2023-07-01,Valid,
082155296583,2023-06-27,Valid,350000000322148
085255505515,2023-01-11,Valid,
082286017253,2023-09-29,Valid,
085221010412,2023-07-22,Valid,
085218287906,2023-07-26,Valid,
082151466378,2023-04-15,nan,350000000466026
082143077418,2023-02-17,Valid,
082279328021,2023-08-31,Valid,350000000828944
082251636763,2023-09-20,Valid,
081186809737,2023-02-08,Valid,
085274320864,2023-04-09,Valid,
081292439867,2023-01-14,Valid,
082142679990,2023-06-16,Valid,
081139024689,2023-10-18,Valid,
085268147053,2023-10-08,Valid,350000000408846
082212141151,2023-09-26,Valid,
085226384386,2023-05-09,Valid,
082264111493,2023-05-28,Valid,
082291850116,2023-01-28,Valid,
082246699088,2023-01-15,Valid,
081238367137,2023-01-10,Valid,
082182347125,2023-02-19,Valid,
081188288594,2023-07-08,Valid,
085258616575,2023-06-02,nan,
082198431911,2023-10-03,Valid,
085210252109,2023-06-15,Valid,
082168008127,2023-09-07,Valid,350000000228492
085227689039,2023-03-02,Valid,350000000987006
082241577049,2023-08-31,Valid,350000000603154
082249929318,2023-05-05,Valid,
082191411610,2023-09-05,Valid,
085255584349,2023-05-08,Valid,
082284340772,2023-05-23,Valid,
082182189970,2023-02-17,nan,
081274015094,2023-01-25,Valid,350000000394650
081141489867,2023-05-07,Valid,
082178818884,2023-02-26,nan,
085242134900,2023-04-18,Valid,
081143510388,2023-01-30,nan,
085216182643,2023-10-15,Valid,
082184552914,2023-07-20,Valid,350000000249860
081241325903,2023-09-08,Valid,
081218487111,2023-06-19,Valid,
082120191080,2023-02-08,Valid,350000000814060
081270790113,2023-02-26,Valid,350000000605966
082120996386,2023-03-20,Valid,
081118494801,2023-06-05,Valid,
081285570789,2023-09-20,nan,
082194922577,2023-09-14,Valid,
081243974974,2023-06-23,Valid,
085284269449,2023-06-06,Valid,
082144325518,2023-03-30,Valid,
085257259835,2023-04-17,Valid,350000000176354
081178641717,2023-03-11,Valid,350000000653295
082249879340,2023-04-22,Valid,350000000741646
082187905879,2023-09-27,Valid,
082253563425,2023-02-16,Valid,
082157198583,2023-01-23,Valid,350000000287456
082229298428,2023-01-29,Valid,350000000538453
082155241891,2023-06-11,Valid,350000000653439
081156611142,2023-08-02,nan,350000000984424
081211235057,2023-10-21,Valid,
082115919831,2023-04-06,Valid,
081292705749,2023-10-10,Valid,
085271054527,2023-06-07,Valid,
081176224268,2023-07-31,Valid,
082278758800,2023-07-26,Valid,
081227139069,2023-10-12,Valid,
081235230111,2023-08-04,Valid,
082165471275,2023-06-02,Valid,
081274284217,2023-03-29,nan,350000000744453
082199682222,2023-02-01,Valid,
081159787215,2023-10-03,nan,
081214794702,2023-04-12,nan,
081222858207,2023-07-07,Valid,
085230166578,2023-07-31,Valid,
081111281300,2023-07-13,Valid,
081230124314,2023-06-22,nan,
081114248729,2023-03-10,Valid,
082182452748,2023-09-17,Valid,
081177840118,2023-10-14,Valid,350000000574343
081171027467,2023-04-18,Valid,
082197472534,2023-05-26,Valid,350000000056785
082256844205,2023-03-18,Valid,350000000670742
085247768246,2023-03-13,nan,
082230113611,2023-10-16,Valid,
085256986715,2023-10-12,Valid,
082245729025,2023-06-13,Valid,
082291172647,2023-04-17,Valid,
085287417162,2023-07-03,Valid,350000000437086
081288767468,2023-10-20,Valid,
082270171763,2023-09-19,Valid,
085275874648,2023-07-24,Valid,350000000587176
081280715330,2023-02-12,Valid,
085278022932,2023-08-12,Valid,350000000948856
085294411849,2023-04-22,nan,
081257968753,2023-08-23,Valid,350000000198500
081114181055,2023-05-03,Valid,
081121727232,2023-05-30,Valid,
082235083105,2023-01-31,Valid,350000000056429
085235403477,2023-09-13,Valid,
081242581253,2023-06-24,Valid,
085281703566,2023-04-21,Valid,
081237615703,2023-01-16,nan,350000000446623
082166039984,2023-02-16,Valid,
082129117095,2023-05-07,Valid,
082124392915,2023-06-09,Valid,350000000457579
081161287254,2023-01-09,Valid,350000000067488
082290095641,2023-01-15,Valid,350000000357094
082190915016,2023-01-27,Valid,350000000814317
082188626728,2023-01-06,Valid,
081126207924,2023-02-25,Valid,
082259356537,2023-08-17,Valid,
082195534341,2023-08-28,Valid,350000000615236
082235728428,2023-08-06,Valid,
081194256356,2023-09-09,Valid,
082276012335,2023-07-22,Valid,
082134198993,2023-08-16,Valid,350000000766351
082149049291,2023-02-27,Valid,
085220792909,2023-09-09,Valid,
085283371881,2023-05-18,Valid,
082118239995,2023-09-07,Valid,350000000498910
081225292265,2023-07-18,Valid,
085219980465,2023-05-21,Valid,
081188798216,2023-10-08,Valid,
082294520971,2023-04-17,Valid,
082130907307,2023-04-19,Valid,
082150752863,2023-09-21,Valid,
085274570583,2023-04-01,Valid,350000000472350
081164244671,2023-08-22,nan,350000000620133
082191167273,2023-01-26,nan,
081113897609,2023-03-25,Valid,
085270805026,2023-04-24,Valid,
085216721567,2023-09-04,Valid,
082239208012,2023-08-14,Valid,
082130246100,2023-07-11,nan,
082225861636,2023-09-16,Valid,
081272862437,2023-07-02,Valid,
082139742101,2023-01-22,Valid,
082263299653,2023-10-22,Valid,
081146648571,2023-02-03,Valid,
085285237732,2023-04-14,Valid,
082283524756,2023-09-20,Valid,
085253454233,2023-08-05,Valid,350000000612878
081193938599,2023-01-19,Valid,350000000690986
081187724882,2023-02-27,Valid,
082132976314,2023-04-12,Valid,
085270189285,2023-07-29,nan,
081234031687,2023-07-11,Valid,
081110232419,2023-01-20,Valid,
081291914473,2023-02-23,Valid,
081183464909,2023-01-09,nan,
082282439310,2023-05-31,Valid,
085248062185,2023-05-18,Valid,350000000616601
081241521019,2023-05-13,Valid,350000000319110
085274687569,2023-07-04,Valid,350000000253074
081257955032,2023-09-16,Valid,
085266961561,2023-04-17,Valid,
085295091722,2023-04-04,Valid,
082271847195,2023-10-04,Valid,350000000167222
081197371357,2023-01-23,Valid,
082225778120,2023-06-17,Valid,350000000448255
082172069502,2023-06-03,Valid,350000000553240
082281392455,2023-07-09,nan,
082214587976,2023-02-03,Valid,350000000607762
081272819264,2023-03-21,Valid,
082191644768,2023-01-05,nan,
081276008261,2023-03-17,Valid,
081249482185,2023-09-14,Valid,
082290445350,2023-02-08,Valid,350000000263621
082182941741,2023-04-25,nan,
081247013648,2023-01-12,Valid,350000000779800
082190556458,2023-08-26,Valid,
085217855591,2023-08-30,nan,350000000197863
085224305077,2023-01-29,Valid,
085216818943,2023-06-19,Valid,
081280841250,2023-06-11,Valid,
081267086391,2023-10-06,Valid,
081218970245,2023-09-05,nan,
085248200783,2023-08-01,Valid,
081261901645,2023-05-12,Valid,
081197955282,2023-10-15,Valid,350000000190401
085287301376,2023-04-01,Valid,350000000272460
081151356632,2023-06-13,Valid,
085241099912,2023-03-06,Valid,
081235904448,2023-01-09,Valid,350000000056739
082292675371,2023-08-01,Valid,
081147976255,2023-08-25,Valid,
081233526620,2023-06-28,Valid,
081284493910,2023-09-24,Valid,350000000267902
085238767824,2023-01-27,Valid,350000000191929
081197312758,2023-10-08,Valid,350000000580251
082245037943,2023-06-09,nan,
082192496610,2023-10-25,Valid,
085226121536,2023-02-28,nan,350000000717863
081161331068,2023-07-29,Valid,350000000742067
082137830995,2023-07-29,Valid,
085265105492,2023-09-04,nan,
082242316735,2023-08-14,Valid,
082279226482,2023-08-20,Valid,350000000553394
081297563525,2023-01-20,Valid,
082229964958,2023-07-12,nan,
081154611552,2023-07-15,Valid,
082164438007,2023-10-19,Valid,
082223226440,2023-09-22,Valid,
081221907745,2023-09-09,Valid,350000000126119
085212110187,2023-05-30,Valid,
082177022190,2023-09-27,nan,
081190139347,2023-05-21,Valid,
081169142106,2023-09-27,Valid,
082247057536,2023-06-07,Valid,
081169773652,2023-07-14,Valid,
085218809908,2023-10-27,Valid,350000000066182
082147704402,2023-04-21,nan,
085254331427,2023-02-05,nan,
082152337951,2023-03-29,nan,
081297009152,2023-07-07,Valid,
081176549719,2023-08-18,Valid,
081184138897,2023-05-16,Valid,
081298531379,2023-03-15,nan,
082262380103,2023-06-18,Valid,
082236738917,2023-06-27,Valid,350000000102675
085295606651,2023-05-08,nan,350000000097956
081298343095,2023-09-30,Valid,
082192185575,2023-08-21,Valid,
082255208362,2023-10-11,Valid,
082221352286,2023-07-18,Valid,
082157074723,2023-05-27,Valid,350000000544857
081211451593,2023-03-08,Valid,350000000480202
081195697280,2023-07-27,Valid,
082128850865,2023-09-01,Valid,
085282858597,2023-09-25,Valid,
081111276481,2023-09-08,Valid,
085253979300,2023-09-05,Valid,
085226470080,2023-06-23,nan,
082264372814,2023-02-12,Valid,
082275220495,2023-03-30,Valid,350000000628424
085254357853,2023-06-06,Valid,
082279563213,2023-02-24,Valid,350000000881658
082267945714,2023-04-03,Valid,
081290026910,2023-03-31,Valid,
081131011219,2023-03-26,nan,
085271415200,2023-09-06,Valid,
082181464530,2023-04-17,Valid,
082277898615,2023-08-18,Valid,
085295798485,2023-03-31,Valid,
082165895075,2023-07-07,Valid,
081294794645,2023-05-29,Valid,350000000174435
085299023476,2023-07-08,Valid,
081150845917,2023-08-05,Valid,
082285023801,2023-10-02,Valid,350000000718503
085251424353,2023-02-01,Valid,
081143694951,2023-05-28,Valid,350000000918018
082161914050,2023-01-26,Valid,
081141282319,2023-03-16,Valid,
085235245168,2023-09-24,Valid,350000000258210
081124940776,2023-05-19,Valid,
085231799156,2023-01-26,Valid,
081278900583,2023-01-16,Valid,
081274370626,2023-02-12,Valid,350000000460771
081150900640,2023-05-12,Valid,
085274091531,2023-01-04,Valid,
081279119147,2023-05-23,Valid,
082165102954,2023-02-01,Valid,
081150970324,2023-04-08,Valid,350000000069530
081117986249,2023-10-11,Valid,
085258642074,2023-09-23,Valid,
082154623585,2023-09-30,nan,350000000093336
081168110416,2023-09-22,Valid,350000000015629
081162954882,2023-09-27,Valid,
081146501116,2023-01-21,Valid,350000000285882
082279938850,2023-07-31,Valid,
081172872541,2023-09-23,Valid,
085235891549,2023-04-27,Valid,
085274942588,2023-09-14,nan,350000000500077
082146771278,2023-06-20,Valid,
081262903838,2023-08-17,nan,
081131067477,2023-08-10,Valid,
081171317056,2023-03-29,Valid,
082163811332,2023-07-13,nan,350000000184399
085298558485,2023-06-11,nan,
082294408169,2023-01-19,Valid,
082118427868,2023-06-08,Valid,
081132991702,2023-01-24,Valid,
082274691280,2023-05-18,Valid,350000000909163
085213410893,2023-08-03,Valid,
081221190681,2023-04-08,Valid,
082265535191,2023-04-20,Valid,
085233728865,2023-01-10,Valid,350000000520484
082288325122,2023-05-08,Valid,
081231274255,2023-08-16,Valid,350000000241068
085229644775,2023-06-14,Valid,
085235155047,2023-04-26,Valid,
082165491948,2023-06-26,Valid,
082260683451,2023-06-15,Valid,
081215323838,2023-07-03,Valid,
082138399320,2023-01-22,Valid,350000000864073
082198007337,2023-04-24,Valid,
085233181329,2023-01-22,Valid,350000000309153
082173758250,2023-07-04,Valid,
082149403773,2023-09-07,Valid,350000000852705
081257963071,2023-10-17,nan,
082147842859,2023-05-22,Valid,350000000291326
081192928522,2023-06-13,Valid,
085291066191,2023-03-05,nan,
081136101297,2023-08-24,Valid,
081173622657,2023-05-13,nan,
082299412348,2023-05-12,Valid,
085210692828,2023-04-05,Valid,
085213491694,2023-08-03,Valid,
081169934201,2023-01-18,Valid,350000000637322
085252306792,2023-04-13,Valid,
081116164892,2023-06-29,Valid,
081238630709,2023-10-06,Valid,
081254763198,2023-08-05,Valid,350000000102553
085240141140,2023-06-18,Valid,
081211015536,2023-04-26,nan,
085258687940,2023-06-26,Valid,
082299204350,2023-08-30,Valid,
081114847310,2023-09-14,Valid,
082139734817,2023-06-24,Valid,
082297955805,2023-05-25,Valid,
082162147731,2023-07-22,Valid,350000000758168
081147641418,2023-03-12,nan,
082214382505,2023-07-08,Valid,
082289653646,2023-08-01,Valid,350000000582089
081128834142,2023-06-13,Valid,
085211866969,2023-05-21,nan,350000000042557
082250838992,2023-01-21,Valid,350000000893171
085216042098,2023-06-25,Valid,350000000376590
085242019289,2023-02-15,Valid,350000000551260
082135357979,2023-10-23,Valid,
085225236735,2023-07-22,Valid,350000000303757
081189017630,2023-08-06,Valid,
082145353883,2023-09-28,Valid,
082298263532,2023-02-21,nan,350000000514058
081196748676,2023-07-13,Valid,350000000331821
081140780518,2023-05-27,Valid,
082290994374,2023-05-04,nan,
081118938660,2023-08-18,Valid,350000000370511
082164184060,2023-05-21,Valid,
081195214062,2023-06-12,nan,
082273670128,2023-08-16,nan,350000000398080
081212118093,2023-02-19,nan,
081229298639,2023-01-03,Valid,
081145773142,2023-06-16,Valid,350000000814487
081264859579,2023-02-07,Valid,
081163329889,2023-08-30,Valid,
081124017694,2023-09-13,Valid,
082148259117,2023-08-10,nan,
081288329986,2023-07-28,Valid,350000000896595
081164375643,2023-09-28,Valid,
085228161349,2023-10-15,nan,
082235524559,2023-05-06,Valid,
085294467109,2023-10-19,Valid,
082266381410,2023-01-23,nan,
